protein_annotation	label
26S proteasome regulatory subunit, putative	2
Uncharacterized protein YoxC	0
procollagen-lysine,2-oxoglutarate 5-dioxygenase 3 isoform X1	2
Asparagine synthase	2
Cysteine sulfinate desulfinase cysteine desulfurase	2
Glycoside hydrolase family 3	2
DNA-binding protein, CopG family	2
RNase HI	2
Alpha amylase	2
INTEIN_C_TER domain-containing protein	2
DNA excision repair protein ERCC-6-like 2	2
Eaa prophage protein	0
Baseplate J/gp47 family protein	2
von Willebrand factor A domain-containing protein 2	2
ATP-dependent zinc metalloprotease FtsH 1	2
dCMP deaminase, putative	2
Two-component system, NarL family, nitrate/nitrite response regulator NarL	2
Gamma-glutamyl-aminobutyrate hydrolase PuuD	2
Malonyl-[acyl-carrier protein] O-methyltransferase	2
General secretion pathway protein-related protein, ATPase	2
Unplaced genomic scaffold scaffold_87, whole genome shotgun sequence	0
SSU ribosomal protein S6P modification protein	2
Flagellar biosynthesis, cell-distal portion of basal-body rod	2
6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase	2
DUF4314 domain-containing protein	1
H domain protein	2
VRR-NUC domain-containing protein	2
uncharacterized protein LOC108820218	0
Sulfite reductase (NADPH) flavoprotein alpha-component	2
Usp domain-containing protein	2
DUF4988 domain-containing protein	1
GSH-S_ATP domain-containing protein	2
Interleukin 10 receptor, beta (Predicted)	2
DNA endonuclease VII	2
Ribosomal protein S18 acetylase RimI	2
FecR protein	2
Voltage-dependent calcium channel subunit alpha-2/delta-1	2
DgyrCDS1940	0
Chaperonin CPN60-like 2	2
5'-nucleotidase	2
RFC1	2
Ribonuclease H1	2
Bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase	2
Chromosomal replication initiator protein	2
Phage-encoded protein	0
Endogenous inhibitor of DNA gyrase (YacG/DUF329 family)	2
HTH-type transcriptional regulator CynR	2
Mov34/MPN/PAD-1 family protein	2
Assimilatory nitrite reductase (NAD(P)H) large subunit	2
Small major structural protein	2
RBAM017620	0
Cyanophycin synthetase	2
DNA polymerase III epsilon chain	2
Putative tail component of prophage CP-933X	2
Lipase/acylhydrolase domain protein	2
Fasciclin domain-containing protein	2
Hydroxyacid dehydrogenase	2
Type II secretion system secretin GspD	2
Glyco_hydro_42M domain-containing protein	2
SNF2 family N-terminal domain/Helicase conserved C-terminal domain/HNH endonuclease, putative	2
Diguanylate cyclase (GGDEF) domain-containing protein	2
Cysteine desulfurase	2
Putative YLP motif-containing protein	2
Sgnh hydrolase	2
Replication initiation and membrane attachment	2
Cpp32	2
Glycosyltransferase EpsF	2
Peptidase S45	2
ADP-L-glycero-D-manno-heptose-6-epimerase	2
Cell division protein 48	2
PIF1 helicase Helicase	2
AsnB	2
Similar to integrase	2
Pyridoxal-5'-phosphate-dependent protein beta subunit	2
Hydrocephalus-inducing	2
GroL1 protein	2
ComE operon protein 2	2
DNA repair protein	2
Putative bacteriophage regulatory protein	2
RDD family protein	2
Cell wall hydrolase sleb	2
Putative terminal organelle assembly protein TopJ	2
Sugar isomerase, KpsF/GutQ family	2
DNA packaging protein of prophage (Terminase large subunit)	2
Protein containing EF-hand domain	2
Nadph quinone reductase, zeta-crystallin family protein oxidoreductase protein	2
Protease FtsH subunit HflC	2
uncharacterized protein LOC111600974 isoform X2	0
Aldehyde dehydrogenase	2
Vegetative incompatibility protein HET-E-1	2
Rubredoxin-NAD(+) reductase	2
Spfh domain, band 7 family protein	2
FOG: tpr repeat-protein	1
P22 coat protein - gene protein 5	2
Histone acetyltransferase HPA2 andrelatedacetyltransferase	2
Antirepressor, putative	2
Kel	2
Papain fold toxin 1, glutamine deamidase	2
Lymphoid-specific helicase-like protein	2
TerD_domain_containing_protein_-_putative	2
F-box/kelch-repeat protein at1g67480	2
Predicted SAM-depedendent methyltransferase	2
Protein recA, plasmid (Recombinase A) (RecaLP)	2
ADO2 protein	2
Peptidyl-tRNA hydrolase, PTH2 family	2
Glutathione synthase/ribosomal protein S6 modification glutaminyl transferase	2
Deoxycytidylate deaminase-related protein	2
LPXTG-motif cell wall anchor domain protein	2
ATP-dependent DNA helicase RecG	2
Asparagine synthase (glutamine-hydrolyzing)	2
5'-deoxynucleotidase SAMN04488244_13015	2
MannoseP_isomer domain-containing protein	2
Ggdef family protein	2
von Willebrand factor A [Nocardia brasiliensis ATCC]	2
Heat shock protein family D (Hsp60) member 1	2
UvrABC system protein B	2
Putative ser thr protein phosphatase	2
DUF3152 domain-containing protein	1
Aspartate beta-hydroxylase domain-containing protein 2-like	2
GST C-terminal domain-containing protein	2
Nucleotidyl transferase	2
ORF168	0
NAD(P)H dehydrogenase (quinone)	2
Uncharacterized protein YgiM (DUF1202 family)	1
BACK domain-containing protein	2
uncharacterized protein LOC101510617 isoform X1	0
Class IV adenylate cyclase	2
Sigma-70, region 4	2
Piso0_001286 protein	0
Phage DNA replication protein	2
UPF0150 protein ssr1765	1
LexA-like repressor	2
SNF2 DNA repair protein, putative	2
UvrD-like helicase C-terminal domain/Helix-hairpin-helix containing domain/AAA domain	2
ClpP/crotonase-like domain-containing protein	2
XkdM protein, phage-like element PBSX	2
Phage DNA helicase, partial	2
Uncharacterized protein DUF4343	1
Peptidoglycan binding domain containing protein	2
GIP protein	2
Single-stranded DNA-binding protein DdrA	2
Neck protein	2
Putative benzyl alcohol dehydrogenase	2
Mannose-1-phosphate guanylyltransferase	2
Transcriptional repressor IclR	2
DNA damage-inducible protein (Modular protein)	2
Chaperonin-like protein MimG	2
F5/8 type C domain-containing protein	2
NadR transcriptional regulator / Nicotinamide-nucleotide adenylyltransferase	2
Possible glycohydrolase	2
(P)ppGpp synthase/hydrolase	2
Orf342 protein	0
Atp-dependent zinc metalloprotease ftsh	2
WHy domain-containing protein	2
ApaG domain-containing protein	2
Putative enzyme with nucleoside triphosphate hydrolase domain	2
Ring canal kelch protein	2
Kelch-like protein 2	2
Unplaced genomic scaffold scaffold_192, whole genome shotgun sequence	0
Putative 5'-3' exonuclease	2
uncharacterized protein LOC108807682	0
Rad51 DNA recombinase 3	2
tRNA(Ile)-lysidine synthetase MesJ	2
Putative DNA repair and recombination protein radA	2
Peroxisome assembly factor 2-like	2
DNA-directed RNA polymerase subunit beta 1	2
Acetylxylan esterase / glucomannan deacetylase	2
PF14301 domain protein	1
6-phosphofructo-2-kinase/fructose-2, 6-bisphosphatase 1	2
dCTP deaminase/dUTP pyrophosphatase	2
Hypothetical transport protein	2
host cell factor	2
Large terminase subunit	2
DUF458 domain-containing protein	1
Ferritin	2
Intein-containing adenosylcobalamin-dependent ribonucleoside-diphosphate reductase	2
Mu-like prophage major head subunit gpt-like protein	2
Putative LRR receptor-like serine/threonine-protein kinase	2
KLH29	2
Phage DNA-binding protein Ner	2
Exonuclease sbcc, putative	2
VCBS	0
DNA packaging Nu1	2
Putative endonuclease	2
Chaperonin cpn60-2 mitochondrial	2
RNA ligase (TIGR02306 family)	2
Cysteine desulfhydrase	2
RRM1	2
Sensory box protein	2
Predicted double-stranded RNA/RNA-DNA hybrid binding protein	2
Putative ECF sigma factor	2
Hef nuclease	2
RNA/single-stranded DNA exonuclease	2
Baseplate wedge initiator	2
Tyrosine recombinase XerS	2
Muramidase domain-containing protein	2
Phage coat protein Gp5	2
Site-specific tyrosine recombinase, phage integrase family (INT_Rci_Hp1_C domain)	2
Rnr-1 protein	2
Putative tail collar protein	2
THO complex subunit 1	2
DNA damage-inducible protein D	2
Luc7-like protein 3	2
Ribosomal-protein-alanine N-acetyltransferase/ribosomal-protein-serine acetyltransferase	2
Phosphate butyryltransferase	2
Bacteriophage phi gp55-like protein	0
Filamentous phage phiLf protein	2
2OG-Fe(II) oxygenase family oxidoreductase	2
Putative phage head-tail adaptor protein	2
Phage coat protein	2
Nucleotide excision repair protein	2
ATP-grasp_3 domain-containing protein	2
Cleavage and polyadenylation specificity factor subunit 5	2
Gp7	0
Methyltransferase, FkbM family	2
Tubulin	2
8-oxo-dGTP pyrophosphatase MutT, NUDIX family	2
Blr2057 protein	0
Phage head maturation protease	2
Two-component system response regulator	2
YclG	2
PRPP synthase-associated protein 2	2
Highly reducing polyketide synthase ATEG_07659	2
Chromodomain helicase DNA binding protein 1 like	2
ATP-binding protein p271	2
: DUF3168	1
Two-component response regulator yesN	2
Asparagine synthetase glutamine-hydrolyzing	2
GTP pyrophosphokinaseppGpp synthetase I	2
Helicase MOT1-like protein	2
N6_N4_Mtase domain-containing protein	2
AP2 domain	2
LysB family phage lysis regulatory protein	2
Similarities with lambda tail fiber assembly protein G	2
Peptidase C26	2
T-lymphocyte surface antigen Ly-9-like isoform X1	2
Lysozyme-like domain-containing protein	2
Lactonase family protein	2
Structural protein	2
Ribonucleotide reductase, barrel domain protein	2
5'-deoxynucleotidase I926_01435	2
Gp44 domain protein	0
Molecular chaperone Hsp90	2
uncharacterized protein LOC108850558	0
Regulatory protein soxS	2
Putative repressor CI from bacteriophage origin	2
Pur operon repressor-like protein	2
Muramoyltetrapeptide carboxypeptidase	2
T1SS associated transglutaminase-like cysteine proteinase LapP	2
Orf50	0
P22 coat protein-gene protein 5	2
Transcription regulator	2
Allophanate hydrolase	2
DUF4031 domain-containing protein	1
Ion_trans_2 domain-containing protein	2
Putative Integral membrane protein, TerC family	2
DNA/RNA nuclease SfsA	2
Fe-S oxidoreductase	2
GST N-terminal domain-containing protein	2
N4 gp67-like protein	0
Biotin operon repressor	2
DNA / pantothenate metabolism flavoprotein	2
ADP-glyceromanno-heptose 6-epimerase	2
Protein YdcL	2
Phosphoribosylaminoimidazolesuccinocarboxamide synthase	2
GDP-6-deoxy-D-talose 4-dehydrogenase	2
DUF3365 domain-containing protein	1
Putative LAGLIDADG homing endonuclease	2
H514	0
Putative translation releasing factor2	2
Thymidylate synthase-like protein	2
Terminase large subunit, C-terminal region	2
Band 7/SPFH	2
Prophage MuMc02 major tail tube protein	2
Kelch motif-containing protein	2
Lysozyme RrrD	2
Head morphoproteinis protein SPP1 gp7	2
Aerotolerance regulator BatA	2
Toxin-antitoxin system, toxin component, Fic family	2
DUF4215 domain-containing protein	1
Histone_H2A_C domain-containing protein	2
Orotidine-5'-phosphate decarboxylase	2
Peptide chain release factor PrfB1, chloroplastic	2
Probable peptidase	2
Proto-oncogene vav-like	2
Putative GNAT superfamily acetyltransferase	2
GD15429	0
Toxin-antitoxin system, antitoxin component, ribbon-helix-helix domain protein	2
Putative SNF-family helicase	2
Aliphatic sulfonates-binding protein	2
DUF2590 family protein	1
PIGA domain-containing protein	2
Putative phage capsid related protein	2
Uncharacterized protein DUF1064	1
Polynucleotide kinase 3'-phosphatase, putative	2
Putative RecF/RecN/SMC domain contining protein	2
Transcriptional regulator kdgR	2
Regulatory protein GemA	2
Head morphogenesis protein	2
Alkyl sulfatase, putative	2
Putative kelch-like ECH-associated protein 1	2
Holliday junction resolvase (Hjc)	2
DUF3599 domain-containing protein	1
uncharacterized protein LOC110412471 isoform X2	0
Prophage ps1 protein 14	2
calcium-activated chloride channel regulator 3A-1-like	2
Flagellar-associated_PapD-like_-_putative	2
peptide chain release factor PrfB1, chloroplastic-like isoform X1	2
Putative Transposon Ty3-I Gag-Pol polyprotein	2
Head protein	2
tRNA(Phe) (4-demethylwyosine(37)-C(7)) aminocarboxypropyltransferase	2
PKD domain-containing protein	2
SNF2 family N-domain-containing protein	2
Sodium/hydrogen exchanger NHE2	2
TAF domain-containing protein	2
ULP_PROTEASE domain-containing protein	2
Phage head-tail connector protein	2
Xanthine phosphoribosyltransferase	2
Putative A1pp-domain-containing protein	2
N-acetylglutamate synthase, GNAT family	2
RING-type domain-containing protein	2
uncharacterized protein LOC113207749	0
F-box protein 42	2
Stress protein	2
RNA polymerase sigma factor (Sigma-70 family)	2
Putative Phage portal protein, HK97 family	2
PAB-dependent poly(A)-specific ribonuclease subunit PAN3	2
Chloroplast peptide chain release factor RF-1	2
7 8-dihydro-8-oxoguanine triphosphatase	2
Periplasmic binding family protein (Modular protein)	2
HTH_40 domain-containing protein	2
tRNA ligase	2
RNA ligase family protein	2
DUF4747 family protein	1
ATP-dependent RNA helicase vasa	2
BZ3500_MvSof-1268-A1-R1_Chr9g10839 protein	0
Uncharacterized protein Tpau_2998	0
Prohibitin family protein	2
Type I restriction-modification system	2
Phage protein gp16	0
Putative phage regulatory protein, Rha family	2
Secreted protein containing Peptidase M23 domain protein	2
GIY-YIG homing endonuclease	2
Putative Na(+)/H(+) exchanger	2
Peroxisome biogenesis factor 1	2
PDDEXK_5 domain-containing protein	2
N-glycanase_C domain-containing protein	2
Kelch like family member 30	2
Kelch domain containing protein	2
Procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2	2
Sensory box/GGDEF family protein	2
Conserved surface-anchored protein Band 7 family	2
Chitinase 4	2
Aspergillus niger contig An09c0170, genomic contig	0
Probable mannose-1-phosphate guanyltransferase	2
PF11363 family protein	1
Uncharacterized HTH-type transcriptional regulator SACOL2360	0
IncW plasmid conjugative relaxase protein TrwC (TraI homolog)	2
Na(+)/H(+) antiporter NhaG	2
Prophage antirepressor domain protein	2
Flagellar protein FlgJ	2
Basic secretory peptidase family protein	2
GP46 family protein	0
Butyrophilin subfamily 1 member A1-like isoform X1	2
Tubulin-folding cofactor C	2
E, lig	0
Highly reducing polyketide synthase easB	2
TATA-binding protein	2
DNA packaging protein GP2	2
Rha family phage regulatory protein	2
Tellurite resistance domain protein	2
Fib_succ_major domain-containing protein	2
HTH psq-type domain-containing protein	2
Kelch like family member 32	2
SF3 helicase domain-containing protein	2
GAT1, GATA Zn-finger-containing transcription factor	2
Ribonucleotide reductase M2 b	2
ATPase central domain-containing protein	2
Putative ribonucleotide reductase, beta subunit	2
GlcNAc-PI synthesis protein	2
Meiotic recombination 11	2
Putative Peptidase M23 family protein	2
NUMOD4 motif/HNH endonuclease	2
Cytidine/deoxycytidylate deaminase	2
Arc/MetJ family transcription regulator	2
Putative Peptidoglycan hydrolase flgJ	2
DNA replication ATP-dependent helicase/nuclease	2
Aluminum resistance protein	2
Toxin CdiA	2
Epimerase_2 domain-containing protein	2
Putative transposon Ty3-I Gag-Pol polyprotein	2
GTP pyrophosphokinase rsh	2
Response regulator receiver modulated diguanylate cyclase	2
Glycosyl hydrolase protein	2
Putative capsid morphogenesis protein	2
Putative ATPase, AAA_5	2
Epimerase/dehydratase-related protein	2
uncharacterized protein LOC109469113	0
Glucose-1-phosphate thymidylyltransferase (StrD)	2
CSON001939 protein	0
PEP-CTERM motif protein	2
kelch-like protein 5 isoform X1	2
KH domain protein	2
Virus tail fibre assembly protein, lambda gpK	2
Phage putative head morphogenesis protein, SPP1 gp7 family (Modular protein)	2
Enoylreductase	2
Sugar nucleotide-binding protein	2
Hypothetical phage tail fibre protein	2
Chromosome undetermined SCAF10748, whole genome shotgun sequence	0
Possible phage integrase	2
LytTR family two component transcriptional regulator	2
Protein cII	2
Zranb3 protein	2
Transposase ISL3 family protein	2
RNA polymerase sigma-70 factor (ECF subfamily)	2
ribonucleoside-diphosphate reductase subunit M2-like	2
Probable RFC3-DNA replication factor C, 40 kDa subunit	2
Branched-chain amino acid transport system substrate-binding protein	2
Unplaced genomic scaffold supercont1.5, whole genome shotgun sequence	0
Acylphosphatase-like domain-containing protein	2
peptide chain release factor PrfB1, chloroplastic-like isoform X2	2
Repressor protein CI	2
Adenosylcobalamin-dependent ribonucleoside-diphosphate reductase	2
RNA-splicing ligase RtcB	2
Prophage pi2 protein	2
Regulatory protein RepA	2
Methyl-accepting chemotaxis protein PctC	2
Alkyl hydroperoxide reductase/ Thiol specific antioxidant/ Mal allergen	2
TfuA domain-containing protein	2
Phage tail-fiber protein	2
DnaJ homolog subfamily C member 10	2
Component of 9-1-1 complex	2
Negative transcription regulator padR	2
Glucagon-like peptide 1 receptor	2
Spermidine N1-acetyltransferase	2
Thrombospondin type 3 repeat-containing protein	2
Bacteriophage protein homolog	0
Methionine adenosyltransferase 2 subunit beta	2
